Coin ID,Valor del activo (en US$),Capitalización total de mercado (market cap),Volumen (volumen 24h),Porcentaje del volumen diario (volumen 24h / market cap),Suministro circulante (circulating supply),Suministro total (total supply),Suministro máximo (max supply),Posición en ranking,Categoría
28836,0.0002256728533491,15666209.479498709,767271.18534941,-1.58713517,15683307747.5,48707481931.09895,23499511997.5,949.0,Presale Memes
29349,1.1072438720426239,7497771.974880967,74679.37916629,3.06369826,1000000.0,1000000.0,1000000000.0,1204.0,Presale Memes
10407,1.674299371181883e-09,240745496.70858988,4692953.56440486,-1.36173946,15683307747.5,48707481931.09895,1000000000.0,249.0,Presale Memes
9386,4.07603295084431e-10,37962580.07787778,1211260.03120683,-1.2441745,15683307747.5,48707481931.09895,1000000000.0,677.0,Presale Memes
24747,7.847960429105524e-08,11883890.797978908,130762.91911942,7.73089453,15683307747.5,48707481931.09895,1000000000.0,1053.0,Presale Memes
29870,0.0114275371482027,343014681.7581861,29341435.916718155,2.61999266,15683307747.5,48707481931.09895,23499511997.5,95.0,Presale Memes
29358,0.0555164907562255,43247344.52257199,390352.61353033,10.6260658125,778999968.0,1399999968.0,1399999968.31,647.0,Presale Memes
25264,0.0010014167816696,73339101.54260848,1045377.48295735,-2.13603749,15683307747.5,48707481931.09895,1000000000.0,510.0,Presale Memes
10414,7.017399932936438e-07,2507232.825927323,199775.5047399,-0.40869852,15683307747.5,48707481931.09895,23499511997.5,1497.0,Presale Memes
8378,1.7536474377588065e-07,11937348.38269124,611112.18065614,-1.63647874,15683307747.5,48707481931.09895,1000000000.0,1051.0,Presale Memes
30912,0.0072186835962123,60802157.75001123,29341435.916718155,10.6260658125,8422887212.0,8888887212.0,8888887212.0,552.0,Presale Memes
19650,4.133687693629612e-07,22638672.718808964,2329354.9744123,2.06121261,15683307747.5,48707481931.09895,23499511997.5,824.0,Presale Memes
30933,0.0021734940220355,217349402.2035506,6308966.648881,-3.96646478,15683307747.5,48707481931.09895,23499511997.5,266.0,Presale Memes
213,0.3377418717267876,22199663.41898148,172100.24602013,0.90220621,65729674.871168,65729674.871168,105120000.0,830.0,Presale Memes
24793,1.2692544369404072e-08,7376856.519995136,2006808.2259073,-0.30257804,15683307747.5,48707481931.09895,23499511997.5,1207.0,Presale Memes
9436,2.009515556810034e-07,110453579.24794129,8146242.65613104,10.6260658125,15683307747.5,48707481931.09895,23499511997.5,400.0,Presale Memes
28382,0.1842148510911758,173936365.1799451,29341435.916718155,1.37713458,944203815.0,999981490.5,1000000000.0,303.0,Presale Memes
27872,1.1072438720426239,343014681.7581861,19170993.19749632,9.488194,43997357.0,46502452.0,1000000000.0,223.0,Presale Memes
29920,0.2936479501792801,146823314.38175216,29341435.916718155,1.58245094,499997750.0,499997750.0,499997750.5,336.0,Presale Memes
28394,0.0112333208281437,71002710.43692608,16858693.5675319,-0.02661944,6320723099.0,6596450430.0,6900000000.0,518.0,Presale Memes
23794,0.2669212717551279,25366846.77905101,364764.95968701,-8.9299476,95034939.0,100000000.0,100000000.0,785.0,Presale Memes
8438,2.103888169521101e-05,8280493.495668118,19858.29266889,5.06111593,15683307747.5,48707481931.09895,23499511997.5,1159.0,Presale Memes
23802,9.120032676379127e-06,9120032.676379127,243825.31539844,4.8221097,15683307747.5,48707481931.09895,1000000000.0,1125.0,Presale Memes
8977,8.137528148592406e-07,29240488.836613465,5527463.02713316,10.6260658125,15683307747.5,48707481931.09895,23499511997.5,749.0,Presale Memes
24851,1.846954005113233e-08,7769950.804110859,1634016.89644628,-2.341774,15683307747.5,48707481931.09895,23499511997.5,1186.0,Presale Memes
30484,1.1072438720426239,177043161.93483433,3113591.21330783,10.6260658125,7770000.0,7770000.0,7770000.0,299.0,Presale Memes
29460,0.4679269447466379,19428337.50820013,2408657.26611192,10.6260658125,41520023.0,47500000.0,47500000.0,867.0,Presale Memes
19736,5.156634039992037e-07,6299046.348764672,333603.29550798,1.22488795,15683307747.5,48707481931.09895,23499511997.5,1269.0,Presale Memes
15142,0.0011478106320486,31250645.809901908,588116.23920635,3.01780458,15683307747.5,48707481931.09895,1000000000.0,734.0,Presale Memes
